,user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills,gender_encoded,learning_style_encoded,current_role_encoded,current_industry_encoded,previous_roles_encoded,desired_role_encoded,preferred_industry_encoded,short_term_encoded,long_term_encoded,key_skills_encoded,recommended_skills_encoded,certifications_encoded,certifications_imputed,recommended_skills_imputed,key_skills_imputed,long_term_imputed,short_term_imputed,desired_role_imputed,previous_roles_imputed,current_industry_imputed,current_role_imputed,preferred_industry_imputed
1476,1477,46,Female,Software Engineer,2.2,Marketing,"Marketing Specialist, Data Analyst, Content Writer","Project Management, Data Analysis, Java",,Data Scientist,Education,Upskilling,Expertise,Collaborative,24,3,"Data Analysis, Leadership",0,0.0,466,609,11,615,577,1033,1002,2,33,,71.79954441913439,33.0,2.0,1002.0,1033.0,615.0,11.0,609.0,466.0,577.0
1477,1478,52,Female,HR Manager,18.1,Finance,"Marketing Specialist, Content Writer, HR Manager","Data Analysis, Java, Python, Project Management",AWS Certified,Data Scientist,Finance,Promotion,Entrepreneurship,Collaborative,19,5,Python,0,0.0,475,593,8,615,571,1006,1006,1,179,155.0,155.0,179.0,1.0,1006.0,1006.0,615.0,8.0,593.0,475.0,571.0
1478,1479,37,Female,Content Writer,18.8,Education,"Content Writer, Marketing Specialist, Entrepreneur","Leadership, Data Analysis, Cloud Computing, Python, SEO","Google Analytics, PMP, Scrum Master",Data Scientist,Finance,Role Switch,Leadership,Reading,25,9,"SEO, Python",0,2.0,487,577,12,615,571,961,992,4,33,24.0,24.0,33.0,4.0,992.0,961.0,615.0,12.0,577.0,487.0,571.0
1479,1480,30,Male,Data Analyst,11.0,Marketing,"Entrepreneur, HR Manager, Marketing Specialist","SEO, Project Management, Python, Java, Data Analysis",,Team Lead,Healthcare,Upskilling,Leadership,Collaborative,27,8,"Data Analysis, Leadership, SEO",1,0.0,543,609,6,557,583,1033,992,2,8,,71.79954441913439,8.0,2.0,992.0,1033.0,557.0,6.0,609.0,543.0,583.0
1480,1481,42,Female,HR Manager,6.7,Healthcare,Data Analyst,"Cloud Computing, Leadership, Project Management, Java","Scrum Master, Google Analytics, PMP",Project Manager,Education,Promotion,Expertise,Hands-on,6,1,Python,0,1.0,475,610,162,640,577,1006,1002,1,179,31.0,31.0,179.0,1.0,1002.0,1006.0,640.0,162.0,610.0,475.0,577.0
1481,1482,37,Male,Software Engineer,11.6,Education,Content Writer,"Cloud Computing, Project Management, Python",AWS Certified,Team Lead,Healthcare,Role Switch,Leadership,Hands-on,29,3,"Cloud Computing, SEO, Project Management",1,1.0,466,577,178,557,583,961,992,4,7,155.0,155.0,7.0,4.0,992.0,961.0,557.0,178.0,577.0,466.0,583.0
1482,1483,41,Male,Data Analyst,4.1,Healthcare,"Data Analyst, HR Manager, Marketing Specialist","Data Analysis, Python, Leadership, Cloud Computing",,Business Consultant,Education,Promotion,Entrepreneurship,Collaborative,20,5,"Cloud Computing, Python, Data Analysis",1,0.0,543,610,9,576,577,1006,1006,2,5,,71.79954441913439,5.0,2.0,1006.0,1006.0,576.0,9.0,610.0,543.0,577.0
1483,1484,27,Female,Software Engineer,3.5,Finance,Content Writer,"SEO, Cloud Computing, Data Analysis",PMP,Creative Director,Marketing,Role Switch,Expertise,Reading,26,4,"SEO, Java",0,2.0,466,593,178,612,647,961,1002,6,21,115.0,115.0,21.0,6.0,1002.0,961.0,612.0,178.0,593.0,466.0,647.0
1484,1485,38,Male,Data Analyst,12.0,IT,Software Engineer,"Project Management, SEO",,Project Manager,Healthcare,Upskilling,Leadership,Collaborative,24,2,Project Management,1,0.0,543,611,152,640,583,1033,992,8,121,,71.79954441913439,121.0,8.0,992.0,1033.0,640.0,152.0,611.0,543.0,583.0
1485,1486,23,Male,Software Engineer,10.7,Healthcare,Data Analyst,"Leadership, Data Analysis, Cloud Computing, Project Management, SEO","PMP, Scrum Master, AWS Certified",Team Lead,Healthcare,Upskilling,Leadership,Hands-on,15,4,"Leadership, SEO, Cloud Computing",1,1.0,466,610,162,557,583,1033,992,1,14,26.0,26.0,14.0,1.0,992.0,1033.0,557.0,162.0,610.0,466.0,583.0
1486,1487,26,Female,Data Analyst,7.9,Finance,"Data Analyst, HR Manager","Java, Python, Leadership, SEO",Scrum Master,Creative Director,Healthcare,Role Switch,Leadership,Hands-on,5,1,Cloud Computing,0,1.0,543,593,25,612,583,961,992,2,111,157.0,157.0,111.0,2.0,992.0,961.0,612.0,25.0,593.0,543.0,583.0
1487,1488,36,Male,Software Engineer,2.4,Education,Entrepreneur,"Leadership, Project Management, SEO, Java, Data Analysis",,Team Lead,Healthcare,Upskilling,Leadership,Hands-on,20,4,"Cloud Computing, SEO, Data Analysis",1,1.0,466,577,193,557,583,1033,992,2,7,,71.79954441913439,7.0,2.0,992.0,1033.0,557.0,193.0,577.0,466.0,583.0
1488,1489,52,Male,Entrepreneur,12.0,Marketing,Marketing Specialist,"Java, Cloud Computing, Leadership, Project Management",,Creative Director,Finance,Upskilling,Entrepreneurship,Hands-on,21,7,Python,1,1.0,490,609,174,612,571,1033,1006,1,179,,71.79954441913439,179.0,1.0,1006.0,1033.0,612.0,174.0,609.0,490.0,571.0
1489,1490,23,Male,Software Engineer,9.4,Education,"Data Analyst, Content Writer","SEO, Cloud Computing, Python, Leadership, Project Management",,Project Manager,Education,Upskilling,Leadership,Reading,26,1,Leadership,1,2.0,466,577,33,640,577,1033,992,2,156,,71.79954441913439,156.0,2.0,992.0,1033.0,640.0,33.0,577.0,466.0,577.0
1490,1491,32,Female,Software Engineer,19.8,Finance,"Software Engineer, Entrepreneur","Java, Python, Project Management","PMP, AWS Certified",Data Scientist,Finance,Upskilling,Expertise,Hands-on,29,10,"Data Analysis, Java",0,1.0,466,593,19,615,571,1033,1002,7,32,46.0,46.0,32.0,7.0,1002.0,1033.0,615.0,19.0,593.0,466.0,571.0
1491,1492,55,Male,Content Writer,4.4,Marketing,"Software Engineer, Content Writer","Java, Data Analysis, Project Management",Scrum Master,Creative Director,Marketing,Upskilling,Expertise,Hands-on,14,4,Data Analysis,1,1.0,487,609,38,612,647,1033,1002,5,148,157.0,157.0,148.0,5.0,1002.0,1033.0,612.0,38.0,609.0,487.0,647.0
1492,1493,29,Male,Entrepreneur,1.6,Healthcare,Data Analyst,"Python, Cloud Computing","Scrum Master, AWS Certified",Business Consultant,Healthcare,Upskilling,Entrepreneurship,Reading,9,8,Python,1,2.0,490,610,162,576,583,1033,1006,9,179,55.0,55.0,179.0,9.0,1006.0,1033.0,576.0,162.0,610.0,490.0,583.0
1493,1494,55,Male,Entrepreneur,10.0,Education,Entrepreneur,"Java, Leadership, Data Analysis","AWS Certified, Scrum Master, Google Analytics",Business Consultant,Education,Upskilling,Leadership,Reading,17,8,"Data Analysis, Cloud Computing",1,2.0,490,577,193,576,577,1033,992,3,27,26.0,26.0,27.0,3.0,992.0,1033.0,576.0,193.0,577.0,490.0,577.0
1494,1495,52,Female,Entrepreneur,8.3,IT,Marketing Specialist,"Python, SEO",,Business Consultant,Marketing,Upskilling,Leadership,Hands-on,24,10,"SEO, Java, Data Analysis",0,1.0,490,611,174,576,647,1033,992,26,11,,71.79954441913439,11.0,26.0,992.0,1033.0,576.0,174.0,611.0,490.0,647.0
1495,1496,43,Female,Entrepreneur,16.9,Education,"Entrepreneur, Content Writer, Data Analyst","Data Analysis, Cloud Computing, SEO",,Creative Director,Healthcare,Upskilling,Leadership,Reading,22,7,Java,0,2.0,490,577,20,612,583,1033,992,3,127,,71.79954441913439,127.0,3.0,992.0,1033.0,612.0,20.0,577.0,490.0,583.0
1496,1497,45,Male,Data Analyst,5.7,Healthcare,Entrepreneur,"Cloud Computing, Project Management, Python, Java, Leadership",Google Analytics,Creative Director,IT,Role Switch,Leadership,Collaborative,7,9,"Python, SEO",1,0.0,543,610,193,612,622,961,992,2,21,132.0,132.0,21.0,2.0,992.0,961.0,612.0,193.0,610.0,543.0,622.0
1497,1498,37,Female,Entrepreneur,3.2,Healthcare,Entrepreneur,"Python, Java, Data Analysis, Leadership",,Project Manager,Finance,Upskilling,Leadership,Reading,11,9,Project Management,0,2.0,490,610,193,640,571,1033,992,2,121,,71.79954441913439,121.0,2.0,992.0,1033.0,640.0,193.0,610.0,490.0,571.0
1498,1499,37,Male,Marketing Specialist,7.3,Marketing,Content Writer,"Python, Cloud Computing, Data Analysis, Project Management",,Project Manager,Healthcare,Upskilling,Expertise,Reading,26,10,Python,1,2.0,539,609,178,640,583,1033,1002,7,179,,71.79954441913439,179.0,7.0,1002.0,1033.0,640.0,178.0,609.0,539.0,583.0
1499,1500,37,Female,HR Manager,2.9,IT,"Entrepreneur, Content Writer","Cloud Computing, Leadership, SEO, Java",Scrum Master,Project Manager,Marketing,Upskilling,Entrepreneurship,Collaborative,17,10,Python,0,0.0,475,611,24,640,647,1033,1006,3,179,157.0,157.0,179.0,3.0,1006.0,1033.0,640.0,24.0,611.0,475.0,647.0
1500,1501,51,Female,HR Manager,7.8,Marketing,Content Writer,"Data Analysis, Cloud Computing, Python, SEO","AWS Certified, Scrum Master, PMP",Creative Director,Education,Upskilling,Entrepreneurship,Hands-on,8,5,"Data Analysis, Leadership, Cloud Computing",0,1.0,475,609,178,612,577,1033,1006,1,6,20.0,20.0,6.0,1.0,1006.0,1033.0,612.0,178.0,609.0,475.0,577.0
1501,1502,27,Male,Data Analyst,13.3,Healthcare,"Content Writer, Marketing Specialist, HR Manager","Cloud Computing, SEO, Python",,Business Consultant,Healthcare,Promotion,Expertise,Reading,9,6,"Data Analysis, Java",1,2.0,543,610,8,576,583,1006,1002,11,32,,71.79954441913439,32.0,11.0,1002.0,1006.0,576.0,8.0,610.0,543.0,583.0
1502,1503,49,Female,Software Engineer,18.5,Marketing,"Content Writer, Software Engineer, Entrepreneur","Java, Project Management","PMP, Google Analytics",Team Lead,Healthcare,Promotion,Entrepreneurship,Collaborative,6,4,"Java, Python, Leadership",0,0.0,466,609,11,557,583,1006,1006,17,3,41.0,41.0,3.0,17.0,1006.0,1006.0,557.0,11.0,609.0,466.0,583.0
1503,1504,30,Male,Data Analyst,6.9,Education,"Software Engineer, Marketing Specialist, Entrepreneur","Python, SEO, Java",,Data Scientist,Healthcare,Promotion,Expertise,Hands-on,19,8,Java,1,1.0,543,577,11,615,583,1006,1002,6,127,,71.79954441913439,127.0,6.0,1002.0,1006.0,615.0,11.0,577.0,543.0,583.0
1504,1505,23,Male,Content Writer,13.9,Marketing,"Data Analyst, HR Manager, Content Writer","Cloud Computing, SEO, Java","PMP, Google Analytics",Team Lead,Education,Role Switch,Expertise,Reading,14,9,"Cloud Computing, Python, Project Management",1,2.0,487,609,10,557,577,961,1002,4,7,41.0,41.0,7.0,4.0,1002.0,961.0,557.0,10.0,609.0,487.0,577.0
1505,1506,54,Female,HR Manager,6.6,Finance,"Data Analyst, Software Engineer","Python, Cloud Computing, Leadership, Project Management, SEO","PMP, Scrum Master, Google Analytics",Team Lead,IT,Promotion,Entrepreneurship,Reading,21,1,Project Management,0,2.0,475,593,29,557,622,1006,1006,2,121,23.0,23.0,121.0,2.0,1006.0,1006.0,557.0,29.0,593.0,475.0,622.0
1506,1507,51,Female,Data Analyst,14.4,Marketing,"HR Manager, Content Writer","Java, Project Management, Python","Scrum Master, Google Analytics, PMP",Data Scientist,Healthcare,Promotion,Entrepreneurship,Hands-on,9,2,"Java, Project Management, Data Analysis",0,1.0,543,609,37,615,583,1006,1006,10,6,31.0,31.0,6.0,10.0,1006.0,1006.0,615.0,37.0,609.0,543.0,583.0
1507,1508,22,Female,Software Engineer,2.5,Education,"Marketing Specialist, Software Engineer","Data Analysis, Python, Project Management, SEO, Java",,Data Scientist,Healthcare,Role Switch,Entrepreneurship,Hands-on,8,2,"SEO, Java",0,1.0,466,577,37,615,583,961,1006,1,21,,71.79954441913439,21.0,1.0,1006.0,961.0,615.0,37.0,577.0,466.0,583.0
1508,1509,53,Female,Data Analyst,10.2,Marketing,"Content Writer, Entrepreneur","Java, SEO, Leadership, Python","Google Analytics, Scrum Master, AWS Certified",Project Manager,Finance,Upskilling,Entrepreneurship,Collaborative,17,10,Python,0,0.0,543,609,31,640,571,1033,1006,3,179,28.0,28.0,179.0,3.0,1006.0,1033.0,640.0,31.0,609.0,543.0,571.0
1509,1510,35,Female,Marketing Specialist,10.3,Healthcare,"Data Analyst, Entrepreneur","Project Management, Python, Data Analysis","PMP, AWS Certified, Google Analytics",Team Lead,IT,Role Switch,Entrepreneurship,Collaborative,27,7,"Project Management, SEO",0,0.0,539,610,32,557,622,961,1006,3,29,25.0,25.0,29.0,3.0,1006.0,961.0,557.0,32.0,610.0,539.0,622.0
1510,1511,42,Female,Content Writer,9.0,IT,"Content Writer, Entrepreneur","SEO, Cloud Computing","PMP, Scrum Master",Business Consultant,IT,Role Switch,Leadership,Hands-on,20,3,Project Management,0,1.0,487,611,31,576,622,961,992,13,121,50.0,50.0,121.0,13.0,992.0,961.0,576.0,31.0,611.0,487.0,622.0
1511,1512,52,Female,HR Manager,1.0,Marketing,"Entrepreneur, Data Analyst","Leadership, Project Management, SEO, Cloud Computing, Java",AWS Certified,Data Scientist,Finance,Role Switch,Leadership,Reading,18,9,Leadership,0,2.0,475,609,38,615,571,961,992,1,156,155.0,155.0,156.0,1.0,992.0,961.0,615.0,38.0,609.0,475.0,571.0
1512,1513,37,Female,Software Engineer,6.4,IT,"Software Engineer, Content Writer, Data Analyst","Python, Java, Leadership","PMP, AWS Certified, Google Analytics",Creative Director,Education,Role Switch,Leadership,Reading,9,4,"Leadership, Java, Project Management",0,2.0,466,611,8,612,577,961,992,5,4,25.0,25.0,4.0,5.0,992.0,961.0,612.0,8.0,611.0,466.0,577.0
1513,1514,55,Female,Software Engineer,16.7,Marketing,"Content Writer, HR Manager, Data Analyst","Leadership, Python, Java","Google Analytics, Scrum Master, AWS Certified",Business Consultant,Healthcare,Promotion,Expertise,Hands-on,21,5,"Cloud Computing, Project Management",0,1.0,466,609,8,576,583,1006,1002,3,18,28.0,28.0,18.0,3.0,1002.0,1006.0,576.0,8.0,609.0,466.0,583.0
1514,1515,33,Female,Software Engineer,7.9,Finance,"Software Engineer, Content Writer","Project Management, Python, Java",,Project Manager,IT,Promotion,Expertise,Reading,24,10,"Java, SEO",0,2.0,466,593,38,640,622,1006,1002,6,23,,71.79954441913439,23.0,6.0,1002.0,1006.0,640.0,38.0,593.0,466.0,622.0
1515,1516,54,Male,Entrepreneur,18.3,Healthcare,"Content Writer, Data Analyst","Java, Project Management, Leadership, Data Analysis",Google Analytics,Business Consultant,Finance,Promotion,Entrepreneurship,Reading,12,8,"Python, Java, Data Analysis",1,2.0,490,610,50,576,571,1006,1006,3,5,132.0,132.0,5.0,3.0,1006.0,1006.0,576.0,50.0,610.0,490.0,571.0
1516,1517,51,Male,Entrepreneur,17.9,Education,Marketing Specialist,"Python, Data Analysis, Project Management",,Team Lead,Marketing,Role Switch,Leadership,Hands-on,20,3,Leadership,1,1.0,490,577,174,557,647,961,992,2,156,,71.79954441913439,156.0,2.0,992.0,961.0,557.0,174.0,577.0,490.0,647.0
1517,1518,38,Female,Data Analyst,11.9,IT,Content Writer,"Project Management, Data Analysis, Leadership, Python","Google Analytics, AWS Certified",Project Manager,Finance,Upskilling,Expertise,Reading,17,6,"Cloud Computing, Java, Data Analysis",0,2.0,543,611,178,640,571,1033,1002,2,9,59.0,59.0,9.0,2.0,1002.0,1033.0,640.0,178.0,611.0,543.0,571.0
1518,1519,24,Male,Content Writer,5.7,Marketing,Software Engineer,"Data Analysis, Java, Project Management",,Data Scientist,Marketing,Role Switch,Entrepreneurship,Collaborative,30,5,"SEO, Project Management",1,0.0,487,609,152,615,647,961,1006,1,22,,71.79954441913439,22.0,1.0,1006.0,961.0,615.0,152.0,609.0,487.0,647.0
1519,1520,25,Male,Marketing Specialist,17.2,IT,HR Manager,"Project Management, Data Analysis, Java, Python, Leadership","Google Analytics, Scrum Master",Project Manager,IT,Promotion,Entrepreneurship,Collaborative,15,10,"Leadership, Cloud Computing, Python",1,0.0,539,611,202,640,622,1006,1006,3,9,47.0,47.0,9.0,3.0,1006.0,1006.0,640.0,202.0,611.0,539.0,622.0
1520,1521,54,Female,Data Analyst,7.5,Finance,"Software Engineer, Marketing Specialist, Data Analyst","Project Management, SEO, Java, Leadership","Scrum Master, PMP, AWS Certified",Business Consultant,IT,Role Switch,Entrepreneurship,Collaborative,13,5,"Data Analysis, Java, SEO",0,0.0,543,593,11,576,622,961,1006,2,12,7.0,7.0,12.0,2.0,1006.0,961.0,576.0,11.0,593.0,543.0,622.0
1521,1522,35,Female,Entrepreneur,12.0,Healthcare,Entrepreneur,"Project Management, Java",,Project Manager,Marketing,Promotion,Expertise,Hands-on,11,10,"SEO, Java",0,1.0,490,610,193,640,647,1006,1002,12,21,,71.79954441913439,21.0,12.0,1002.0,1006.0,640.0,193.0,610.0,490.0,647.0
1522,1523,49,Female,Marketing Specialist,13.0,Marketing,"Marketing Specialist, HR Manager, Entrepreneur","Java, Python, SEO, Leadership","AWS Certified, PMP, Scrum Master",Business Consultant,Healthcare,Role Switch,Entrepreneurship,Reading,5,4,"Cloud Computing, SEO, Leadership",0,2.0,539,609,11,576,583,961,1006,1,2,33.0,33.0,2.0,1.0,1006.0,961.0,576.0,11.0,609.0,539.0,583.0
1523,1524,44,Female,Software Engineer,7.9,Finance,"HR Manager, Software Engineer, Content Writer","Leadership, Python","PMP, Google Analytics",Project Manager,Marketing,Upskilling,Entrepreneurship,Reading,21,8,Java,0,2.0,466,593,6,640,647,1033,1006,16,127,41.0,41.0,127.0,16.0,1006.0,1033.0,640.0,6.0,593.0,466.0,647.0
1524,1525,47,Female,Marketing Specialist,8.5,IT,Content Writer,"Cloud Computing, Leadership, Java, Python",Scrum Master,Creative Director,IT,Upskilling,Entrepreneurship,Hands-on,7,1,Leadership,0,1.0,539,611,178,612,622,1033,1006,2,156,157.0,157.0,156.0,2.0,1006.0,1033.0,612.0,178.0,611.0,539.0,622.0
1525,1526,26,Female,HR Manager,2.9,Marketing,"Marketing Specialist, Software Engineer","Data Analysis, Cloud Computing","AWS Certified, Scrum Master",Business Consultant,Finance,Upskilling,Expertise,Reading,9,8,"Python, Cloud Computing",0,2.0,475,609,37,576,571,1033,1002,21,18,39.0,39.0,18.0,21.0,1002.0,1033.0,576.0,37.0,609.0,475.0,571.0
1526,1527,39,Female,HR Manager,1.0,Marketing,"HR Manager, Content Writer, Marketing Specialist","Project Management, Leadership, Python, Java",,Project Manager,Finance,Upskilling,Expertise,Reading,27,10,"Leadership, SEO, Cloud Computing",0,2.0,475,609,11,640,571,1033,1002,4,14,,71.79954441913439,14.0,4.0,1002.0,1033.0,640.0,11.0,609.0,475.0,571.0
1527,1528,42,Male,Marketing Specialist,10.3,Finance,"Entrepreneur, Data Analyst, Software Engineer","Project Management, Leadership, SEO, Cloud Computing",,Creative Director,Finance,Upskilling,Leadership,Reading,26,4,"SEO, Python, Java",1,2.0,539,593,10,612,571,1033,992,3,11,,71.79954441913439,11.0,3.0,992.0,1033.0,612.0,10.0,593.0,539.0,571.0
1528,1529,31,Female,HR Manager,4.1,IT,"Entrepreneur, Data Analyst, Software Engineer","Java, Python, Cloud Computing, Project Management, SEO","AWS Certified, PMP",Business Consultant,Healthcare,Upskilling,Leadership,Hands-on,12,10,"SEO, Leadership, Java",0,1.0,475,611,10,576,583,1033,992,1,4,61.0,61.0,4.0,1.0,992.0,1033.0,576.0,10.0,611.0,475.0,583.0
1529,1530,23,Male,Data Analyst,9.6,Marketing,"HR Manager, Software Engineer","Cloud Computing, Data Analysis, Java, Python",,Project Manager,IT,Promotion,Leadership,Collaborative,21,6,"Leadership, Python",1,0.0,543,609,30,640,622,1006,992,1,16,,71.79954441913439,16.0,1.0,992.0,1006.0,640.0,30.0,609.0,543.0,622.0
1530,1531,39,Male,Entrepreneur,1.2,Healthcare,"Software Engineer, Entrepreneur","Data Analysis, Python, Leadership, Java",,Business Consultant,IT,Upskilling,Expertise,Hands-on,8,5,"Leadership, Cloud Computing, Java",1,1.0,490,610,19,576,622,1033,1002,3,5,,71.79954441913439,5.0,3.0,1002.0,1033.0,576.0,19.0,610.0,490.0,622.0
1531,1532,30,Male,HR Manager,12.2,Finance,HR Manager,"Cloud Computing, Python, Java, Data Analysis, SEO",,Creative Director,Education,Role Switch,Leadership,Reading,19,5,"Python, SEO",1,2.0,475,593,202,612,577,961,992,2,21,,71.79954441913439,21.0,2.0,992.0,961.0,612.0,202.0,593.0,475.0,577.0
1532,1533,35,Male,Entrepreneur,6.5,Education,Software Engineer,"Java, Cloud Computing, SEO, Leadership, Python","Scrum Master, Google Analytics, AWS Certified",Project Manager,IT,Promotion,Leadership,Collaborative,6,3,"Java, Leadership",1,0.0,490,577,152,640,622,1006,992,2,15,31.0,31.0,15.0,2.0,992.0,1006.0,640.0,152.0,577.0,490.0,622.0
1533,1534,42,Female,Marketing Specialist,4.3,IT,"Marketing Specialist, HR Manager, Data Analyst","Python, Leadership","PMP, Scrum Master",Data Scientist,Marketing,Promotion,Expertise,Reading,30,8,Java,0,2.0,539,611,10,615,647,1006,1002,27,127,50.0,50.0,127.0,27.0,1002.0,1006.0,615.0,10.0,611.0,539.0,647.0
1534,1535,25,Female,Marketing Specialist,15.2,Healthcare,"HR Manager, Content Writer, Software Engineer","Cloud Computing, Leadership, SEO",,Project Manager,Education,Upskilling,Leadership,Hands-on,22,1,"SEO, Python, Java",0,1.0,539,610,12,640,577,1033,992,6,11,,71.79954441913439,11.0,6.0,992.0,1033.0,640.0,12.0,610.0,539.0,577.0
1535,1536,33,Male,Marketing Specialist,6.4,Finance,Data Analyst,"SEO, Leadership, Data Analysis","Scrum Master, Google Analytics, PMP",Creative Director,Finance,Role Switch,Leadership,Collaborative,25,9,"Leadership, Python, Cloud Computing",1,0.0,539,593,162,612,571,961,992,6,5,31.0,31.0,5.0,6.0,992.0,961.0,612.0,162.0,593.0,539.0,571.0
1536,1537,27,Female,Entrepreneur,18.7,Education,Software Engineer,"Leadership, SEO",Scrum Master,Business Consultant,Marketing,Promotion,Entrepreneurship,Collaborative,14,1,Project Management,0,0.0,490,577,152,576,647,1006,1006,26,121,157.0,157.0,121.0,26.0,1006.0,1006.0,576.0,152.0,577.0,490.0,647.0
1537,1538,47,Female,Entrepreneur,11.7,Education,"HR Manager, Entrepreneur","Cloud Computing, Python, Data Analysis, Project Management",PMP,Business Consultant,IT,Role Switch,Entrepreneurship,Reading,30,5,"Data Analysis, SEO",0,2.0,490,577,35,576,622,961,1006,1,25,115.0,115.0,25.0,1.0,1006.0,961.0,576.0,35.0,577.0,490.0,622.0
1538,1539,55,Male,Data Analyst,5.1,IT,Content Writer,"Java, Project Management, Python, Data Analysis, SEO",,Team Lead,Marketing,Role Switch,Leadership,Reading,17,2,Cloud Computing,1,2.0,543,611,178,557,647,961,992,2,111,,71.79954441913439,111.0,2.0,992.0,961.0,557.0,178.0,611.0,543.0,647.0
1539,1540,53,Female,Marketing Specialist,17.9,Marketing,"Content Writer, Entrepreneur","SEO, Python, Data Analysis","Google Analytics, Scrum Master, AWS Certified",Business Consultant,Marketing,Upskilling,Leadership,Reading,15,7,Cloud Computing,0,2.0,539,609,31,576,647,1033,992,2,111,28.0,28.0,111.0,2.0,992.0,1033.0,576.0,31.0,609.0,539.0,647.0
1540,1541,51,Male,Marketing Specialist,15.0,Education,"Data Analyst, Marketing Specialist","Project Management, Python",,Team Lead,Finance,Upskilling,Expertise,Reading,23,1,"Cloud Computing, Python",1,2.0,539,577,34,557,571,1033,1002,23,17,,71.79954441913439,17.0,23.0,1002.0,1033.0,557.0,34.0,577.0,539.0,571.0
1541,1542,24,Female,Data Analyst,8.0,Education,Entrepreneur,"Leadership, SEO, Python, Data Analysis",,Project Manager,Finance,Upskilling,Entrepreneurship,Hands-on,23,2,SEO,0,1.0,543,577,193,640,571,1033,1006,3,147,,71.79954441913439,147.0,3.0,1006.0,1033.0,640.0,193.0,577.0,543.0,571.0
1542,1543,37,Male,Marketing Specialist,18.4,IT,"Content Writer, Data Analyst","Project Management, Leadership, SEO","Google Analytics, Scrum Master",Business Consultant,Education,Promotion,Leadership,Reading,21,5,Java,1,2.0,539,611,50,576,577,1006,992,3,127,47.0,47.0,127.0,3.0,992.0,1006.0,576.0,50.0,611.0,539.0,577.0
1543,1544,33,Female,Data Analyst,15.6,Finance,HR Manager,"SEO, Leadership, Data Analysis, Python, Cloud Computing",,Business Consultant,Education,Upskilling,Entrepreneurship,Reading,21,1,"SEO, Data Analysis, Cloud Computing",0,2.0,543,593,202,576,577,1033,1006,1,5,,71.79954441913439,5.0,1.0,1006.0,1033.0,576.0,202.0,593.0,543.0,577.0
1544,1545,26,Female,Entrepreneur,2.7,Healthcare,"HR Manager, Data Analyst, Software Engineer","Project Management, Java, Data Analysis, Python",,Creative Director,Education,Role Switch,Leadership,Collaborative,8,4,"Java, Python",0,0.0,490,610,3,612,577,961,992,3,22,,71.79954441913439,22.0,3.0,992.0,961.0,612.0,3.0,610.0,490.0,577.0
1545,1546,31,Female,HR Manager,14.5,Healthcare,"Entrepreneur, Marketing Specialist, HR Manager","Data Analysis, SEO, Leadership, Java, Python",,Team Lead,Marketing,Role Switch,Expertise,Reading,13,4,"Leadership, Data Analysis",0,2.0,475,610,9,557,647,961,1002,1,29,,71.79954441913439,29.0,1.0,1002.0,961.0,557.0,9.0,610.0,475.0,647.0
1546,1547,33,Female,Data Analyst,9.4,Education,"Entrepreneur, Software Engineer, Marketing Specialist","Data Analysis, Python",Scrum Master,Project Manager,Finance,Promotion,Entrepreneurship,Collaborative,12,5,"SEO, Cloud Computing, Data Analysis",0,0.0,543,577,5,640,571,1006,1006,31,2,157.0,157.0,2.0,31.0,1006.0,1006.0,640.0,5.0,577.0,543.0,571.0
1547,1548,38,Male,Entrepreneur,4.9,Education,HR Manager,"Cloud Computing, Python, SEO, Leadership, Project Management",,Data Scientist,IT,Promotion,Expertise,Reading,23,4,Leadership,1,2.0,490,577,202,615,622,1006,1002,1,156,,71.79954441913439,156.0,1.0,1002.0,1006.0,615.0,202.0,577.0,490.0,622.0
1548,1549,50,Female,Entrepreneur,3.6,Finance,Data Analyst,"Data Analysis, Leadership, Python, SEO","AWS Certified, Google Analytics",Project Manager,Education,Role Switch,Leadership,Collaborative,12,5,"Data Analysis, Python",0,0.0,490,593,162,640,577,961,992,1,23,60.0,60.0,23.0,1.0,992.0,961.0,640.0,162.0,593.0,490.0,577.0
1549,1550,42,Male,HR Manager,11.8,Marketing,"Data Analyst, HR Manager","Data Analysis, Project Management",AWS Certified,Business Consultant,Finance,Promotion,Expertise,Collaborative,26,1,Data Analysis,1,0.0,475,609,25,576,571,1006,1002,23,148,155.0,155.0,148.0,23.0,1002.0,1006.0,576.0,25.0,609.0,475.0,571.0
1550,1551,38,Female,HR Manager,11.8,Healthcare,Content Writer,"SEO, Python",,Creative Director,Marketing,Role Switch,Expertise,Reading,15,3,"Python, SEO",0,2.0,475,610,178,612,647,961,1002,10,21,,71.79954441913439,21.0,10.0,1002.0,961.0,612.0,178.0,610.0,475.0,647.0
1551,1552,54,Male,Software Engineer,4.0,Education,Marketing Specialist,"Data Analysis, Python, Cloud Computing","AWS Certified, Scrum Master",Business Consultant,IT,Promotion,Expertise,Reading,15,6,"Leadership, Python, Java",1,2.0,466,577,174,576,622,1006,1002,5,6,39.0,39.0,6.0,5.0,1002.0,1006.0,576.0,174.0,577.0,466.0,622.0
